Title,Experience,Location,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8
HR Manager,5-10 years,Gurgaon,Payroll,Employee Relations,HR Policies,Recruitment,Conflict Resolution,Training,Onboarding,Performance Management
HR Manager,5-10 years,Noida,Recruitment,HR Policies,Conflict Resolution,Onboarding,Training,Performance Management,Employee Relations,Payroll
HR Manager,10+ years,Kolkata,HR Policies,Employee Relations,Performance Management,Payroll,Onboarding,Recruitment,Training,Conflict Resolution
HR Manager,2-5 years,Ahmedabad,Recruitment,Performance Management,Payroll,Conflict Resolution,Onboarding,Training,HR Policies,Employee Relations
Doctor,2-5 years,Bangalore,Patient Care,Surgery,Emergency Medicine,Medical Ethics,Pathology,Pharmacology,Public Health,Diagnosis
Doctor,10+ years,Mumbai,Patient Care,Diagnosis,Pharmacology,Emergency Medicine,Pathology,Medical Ethics,Surgery,Public Health
Doctor,5-10 years,Delhi,Public Health,Pharmacology,Pathology,Emergency Medicine,Medical Ethics,Patient Care,Surgery,Diagnosis
Doctor,0-2 years,Hyderabad,Pharmacology,Emergency Medicine,Pathology,Medical Ethics,Public Health,Diagnosis,Surgery,Patient Care
Doctor,2-5 years,Pune,Public Health,Emergency Medicine,Patient Care,Diagnosis,Surgery,Medical Ethics,Pathology,Pharmacology
Doctor,2-5 years,Chennai,Diagnosis,Emergency Medicine,Pathology,Public Health,Medical Ethics,Surgery,Patient Care,Pharmacology
Doctor,10+ years,Gurgaon,Pharmacology,Diagnosis,Emergency Medicine,Pathology,Public Health,Surgery,Medical Ethics,Patient Care
Doctor,0-2 years,Noida,Surgery,Patient Care,Public Health,Diagnosis,Emergency Medicine,Pathology,Medical Ethics,Pharmacology
Doctor,2-5 years,Kolkata,Patient Care,Surgery,Diagnosis,Pharmacology,Emergency Medicine,Medical Ethics,Public Health,Pathology
Doctor,2-5 years,Ahmedabad,Patient Care,Medical Ethics,Pharmacology,Diagnosis,Pathology,Emergency Medicine,Public Health,Surgery
School Teacher,0-2 years,Bangalore,Student Assessment,Educational Psychology,Digital Learning,Communication,Curriculum Development,Lesson Planning,Public Speaking,Classroom Management
School Teacher,10+ years,Mumbai,Classroom Management,Digital Learning,Communication,Lesson Planning,Educational Psychology,Curriculum Development,Public Speaking,Student Assessment
School Teacher,2-5 years,Delhi,Communication,Public Speaking,Student Assessment,Educational Psychology,Curriculum Development,Classroom Management,Digital Learning,Lesson Planning
School Teacher,5-10 years,Hyderabad,Student Assessment,Classroom Management,Lesson Planning,Curriculum Development,Educational Psychology,Public Speaking,Communication,Digital Learning
School Teacher,2-5 years,Pune,Communication,Classroom Management,Public Speaking,Student Assessment,Curriculum Development,Lesson Planning,Educational Psychology,Digital Learning
School Teacher,5-10 years,Chennai,Educational Psychology,Lesson Planning,Communication,Digital Learning,Curriculum Development,Public Speaking,Classroom Management,Student Assessment
School Teacher,10+ years,Gurgaon,Public Speaking,Lesson Planning,Student Assessment,Digital Learning,Communication,Educational Psychology,Classroom Management,Curriculum Development
School Teacher,5-10 years,Noida,Curriculum Development,Lesson Planning,Classroom Management,Student Assessment,Public Speaking,Communication,Digital Learning,Educational Psychology
School Teacher,0-2 years,Kolkata,Public Speaking,Lesson Planning,Classroom Management,Student Assessment,Communication,Curriculum Development,Digital Learning,Educational Psychology
School Teacher,5-10 years,Ahmedabad,Educational Psychology,Lesson Planning,Digital Learning,Communication,Public Speaking,Curriculum Development,Student Assessment,Classroom Management
Lawyer,5-10 years,Bangalore,Criminal Law,Intellectual Property,Negotiation,Corporate Law,Legal Research,Contract Law,Litigation,Client Consultation
Lawyer,2-5 years,Mumbai,Negotiation,Litigation,Contract Law,Corporate Law,Client Consultation,Intellectual Property,Criminal Law,Legal Research
Lawyer,2-5 years,Delhi,Criminal Law,Negotiation,Client Consultation,Intellectual Property,Corporate Law,Contract Law,Legal Research,Litigation
Lawyer,0-2 years,Hyderabad,Corporate Law,Negotiation,Client Consultation,Contract Law,Intellectual Property,Litigation,Legal Research,Criminal Law
Lawyer,2-5 years,Pune,Negotiation,Litigation,Criminal Law,Corporate Law,Intellectual Property,Legal Research,Client Consultation,Contract Law
Lawyer,5-10 years,Chennai,Client Consultation,Criminal Law,Corporate Law,Legal Research,Litigation,Negotiation,Intellectual Property,Contract Law
Lawyer,5-10 years,Gurgaon,Contract Law,Client Consultation,Litigation,Negotiation,Criminal Law,Intellectual Property,Corporate Law,Legal Research
Lawyer,10+ years,Noida,Corporate Law,Client Consultation,Legal Research,Intellectual Property,Criminal Law,Litigation,Contract Law,Negotiation
Lawyer,10+ years,Kolkata,Litigation,Client Consultation,Contract Law,Negotiation,Corporate Law,Legal Research,Intellectual Property,Criminal Law
Lawyer,10+ years,Ahmedabad,Contract Law,Client Consultation,Criminal Law,Litigation,Corporate Law,Negotiation,Legal Research,Intellectual Property
Graphic Designer,2-5 years,Bangalore,Sketching,Adobe Illustrator,Logo Design,Typography,Color Theory,Adobe Photoshop,Branding,UI Design
Graphic Designer,0-2 years,Mumbai,Sketching,UI Design,Branding,Adobe Photoshop,Adobe Illustrator,Color Theory,Logo Design,Typography
Graphic Designer,0-2 years,Delhi,Logo Design,Branding,UI Design,Typography,Adobe Illustrator,Color Theory,Sketching,Adobe Photoshop
Graphic Designer,5-10 years,Hyderabad,UI Design,Adobe Illustrator,Adobe Photoshop,Color Theory,Typography,Branding,Logo Design,Sketching
Graphic Designer,2-5 years,Pune,Sketching,Logo Design,Color Theory,UI Design,Adobe Photoshop,Adobe Illustrator,Branding,Typography
Graphic Designer,5-10 years,Chennai,Branding,Sketching,Typography,Logo Design,UI Design,Adobe Illustrator,Adobe Photoshop,Color Theory
Graphic Designer,0-2 years,Gurgaon,Color Theory,Branding,Adobe Photoshop,Sketching,Adobe Illustrator,Typography,Logo Design,UI Design
Graphic Designer,5-10 years,Noida,Sketching,Color Theory,Adobe Illustrator,Adobe Photoshop,Branding,Logo Design,UI Design,Typography
Graphic Designer,2-5 years,Kolkata,Typography,Branding,Color Theory,UI Design,Adobe Illustrator,Sketching,Adobe Photoshop,Logo Design
Graphic Designer,10+ years,Ahmedabad,Sketching,Logo Design,Adobe Photoshop,Typography,Adobe Illustrator,UI Design,Branding,Color Theory
Mechanical Engineer,5-10 years,Bangalore,Robotics,SolidWorks,Manufacturing,Thermodynamics,CAD,Mechanical Design,Fluid Mechanics,AutoCAD
Mechanical Engineer,2-5 years,Mumbai,SolidWorks,Manufacturing,AutoCAD,Mechanical Design,Thermodynamics,CAD,Fluid Mechanics,Robotics
Mechanical Engineer,10+ years,Delhi,Fluid Mechanics,CAD,AutoCAD,Thermodynamics,Mechanical Design,Manufacturing,Robotics,SolidWorks
Mechanical Engineer,10+ years,Hyderabad,Fluid Mechanics,SolidWorks,Manufacturing,CAD,Thermodynamics,Robotics,Mechanical Design,AutoCAD
Mechanical Engineer,10+ years,Pune,SolidWorks,AutoCAD,Fluid Mechanics,Manufacturing,Robotics,CAD,Mechanical Design,Thermodynamics
Mechanical Engineer,0-2 years,Chennai,CAD,SolidWorks,AutoCAD,Fluid Mechanics,Robotics,Mechanical Design,Thermodynamics,Manufacturing
Mechanical Engineer,5-10 years,Gurgaon,SolidWorks,CAD,Manufacturing,Mechanical Design,Robotics,Fluid Mechanics,AutoCAD,Thermodynamics
Mechanical Engineer,0-2 years,Noida,Robotics,CAD,Mechanical Design,SolidWorks,Manufacturing,Thermodynamics,Fluid Mechanics,AutoCAD
Mechanical Engineer,10+ years,Kolkata,Mechanical Design,Robotics,Thermodynamics,Manufacturing,SolidWorks,CAD,Fluid Mechanics,AutoCAD
Mechanical Engineer,2-5 years,Ahmedabad,Fluid Mechanics,AutoCAD,Thermodynamics,SolidWorks,Robotics,CAD,Manufacturing,Mechanical Design
Civil Engineer,10+ years,Bangalore,Project Planning,Surveying,Building Codes,Cost Estimation,AutoCAD,Construction Management,Structural Analysis,Geotechnical Engineering
Civil Engineer,5-10 years,Mumbai,Construction Management,Building Codes,Structural Analysis,Geotechnical Engineering,Cost Estimation,AutoCAD,Surveying,Project Planning
Civil Engineer,5-10 years,Delhi,Cost Estimation,Building Codes,Surveying,AutoCAD,Structural Analysis,Geotechnical Engineering,Construction Management,Project Planning
Civil Engineer,2-5 years,Hyderabad,Cost Estimation,AutoCAD,Geotechnical Engineering,Construction Management,Surveying,Building Codes,Structural Analysis,Project Planning
Civil Engineer,10+ years,Pune,Structural Analysis,Geotechnical Engineering,Surveying,Cost Estimation,Building Codes,AutoCAD,Construction Management,Project Planning
Civil Engineer,5-10 years,Chennai,Surveying,Project Planning,Building Codes,Structural Analysis,AutoCAD,Geotechnical Engineering,Cost Estimation,Construction Management
Civil Engineer,10+ years,Gurgaon,Structural Analysis,Building Codes,AutoCAD,Cost Estimation,Construction Management,Project Planning,Surveying,Geotechnical Engineering
Civil Engineer,0-2 years,Noida,Surveying,Building Codes,Construction Management,Cost Estimation,Project Planning,Geotechnical Engineering,AutoCAD,Structural Analysis
Civil Engineer,2-5 years,Kolkata,Surveying,Cost Estimation,Project Planning,Construction Management,AutoCAD,Structural Analysis,Building Codes,Geotechnical Engineering
Civil Engineer,0-2 years,Ahmedabad,Surveying,Project Planning,AutoCAD,Structural Analysis,Cost Estimation,Construction Management,Geotechnical Engineering,Building Codes
Hotel Manager,0-2 years,Bangalore,Guest Relations,Event Management,Marketing,Hotel Operations,Food & Beverage,Hospitality,Revenue Management,Customer Service
Hotel Manager,10+ years,Mumbai,Revenue Management,Food & Beverage,Marketing,Event Management,Guest Relations,Hospitality,Hotel Operations,Customer Service
Hotel Manager,2-5 years,Delhi,Revenue Management,Guest Relations,Hotel Operations,Customer Service,Marketing,Food & Beverage,Hospitality,Event Management
Hotel Manager,5-10 years,Hyderabad,Revenue Management,Customer Service,Event Management,Guest Relations,Food & Beverage,Marketing,Hotel Operations,Hospitality
Hotel Manager,10+ years,Pune,Event Management,Marketing,Guest Relations,Food & Beverage,Revenue Management,Customer Service,Hospitality,Hotel Operations
Hotel Manager,5-10 years,Chennai,Event Management,Hotel Operations,Revenue Management,Hospitality,Guest Relations,Marketing,Food & Beverage,Customer Service
Hotel Manager,5-10 years,Gurgaon,Customer Service,Event Management,Hotel Operations,Guest Relations,Marketing,Food & Beverage,Hospitality,Revenue Management
Hotel Manager,10+ years,Noida,Event Management,Revenue Management,Marketing,Guest Relations,Food & Beverage,Hotel Operations,Hospitality,Customer Service
Hotel Manager,0-2 years,Kolkata,Marketing,Event Management,Hospitality,Revenue Management,Hotel Operations,Customer Service,Guest Relations,Food & Beverage
Hotel Manager,5-10 years,Ahmedabad,Food & Beverage,Revenue Management,Hotel Operations,Marketing,Customer Service,Hospitality,Event Management,Guest Relations
Software Engineer,2-5 years,Bangalore,Java,C++,Data Structures,Algorithms,Git,OOP,Python,SQL
Software Engineer,2-5 years,Mumbai,Git,Algorithms,SQL,Data Structures,C++,OOP,Python,Java
Software Engineer,2-5 years,Delhi,SQL,C++,Data Structures,Algorithms,Java,Git,Python,OOP
Software Engineer,5-10 years,Hyderabad,Java,Git,Algorithms,Data Structures,C++,Python,SQL,OOP
Software Engineer,0-2 years,Pune,Data Structures,Java,C++,Algorithms,Python,SQL,OOP,Git
Software Engineer,5-10 years,Chennai,Algorithms,SQL,OOP,Python,Data Structures,Java,C++,Git
Software Engineer,2-5 years,Gurgaon,Algorithms,OOP,SQL,Git,C++,Data Structures,Python,Java
Software Engineer,10+ years,Noida,OOP,Git,Python,Data Structures,Java,C++,SQL,Algorithms
Software Engineer,5-10 years,Kolkata,Java,Python,SQL,C++,OOP,Data Structures,Algorithms,Git
Software Engineer,5-10 years,Ahmedabad,Data Structures,Java,SQL,Python,Algorithms,C++,OOP,Git
Data Analyst,0-2 years,Bangalore,Power BI,Tableau,Python,Visualization,Statistics,Data Cleaning,Excel,SQL
Data Analyst,5-10 years,Mumbai,Excel,Python,Visualization,Tableau,Statistics,SQL,Power BI,Data Cleaning
Data Analyst,0-2 years,Delhi,Excel,Power BI,Tableau,Python,SQL,Statistics,Visualization,Data Cleaning
Data Analyst,2-5 years,Hyderabad,Statistics,Power BI,Tableau,Excel,Visualization,Python,SQL,Data Cleaning
Data Analyst,0-2 years,Pune,Data Cleaning,Visualization,Statistics,Power BI,Excel,SQL,Python,Tableau
Data Analyst,0-2 years,Chennai,Statistics,Tableau,Excel,Data Cleaning,Visualization,SQL,Python,Power BI
Data Analyst,0-2 years,Gurgaon,Power BI,Statistics,SQL,Excel,Python,Tableau,Visualization,Data Cleaning
Data Analyst,2-5 years,Noida,Python,SQL,Power BI,Tableau,Excel,Statistics,Visualization,Data Cleaning
Data Analyst,5-10 years,Kolkata,Visualization,Excel,Statistics,Power BI,Python,SQL,Data Cleaning,Tableau
Data Analyst,2-5 years,Ahmedabad,Power BI,Data Cleaning,Excel,Visualization,Tableau,Statistics,SQL,Python
Machine Learning Engineer,2-5 years,Bangalore,PyTorch,TensorFlow,Big Data,Deep Learning,Python,Scikit-learn,Computer Vision,NLP
Machine Learning Engineer,2-5 years,Mumbai,TensorFlow,Computer Vision,Deep Learning,Python,NLP,Big Data,PyTorch,Scikit-learn
Machine Learning Engineer,10+ years,Delhi,Big Data,PyTorch,TensorFlow,NLP,Scikit-learn,Python,Computer Vision,Deep Learning
Machine Learning Engineer,10+ years,Hyderabad,Big Data,Computer Vision,Deep Learning,Scikit-learn,TensorFlow,NLP,Python,PyTorch
Machine Learning Engineer,0-2 years,Pune,TensorFlow,Big Data,Computer Vision,Scikit-learn,PyTorch,Python,Deep Learning,NLP
Machine Learning Engineer,2-5 years,Chennai,Big Data,NLP,Scikit-learn,PyTorch,Python,Computer Vision,TensorFlow,Deep Learning
Machine Learning Engineer,0-2 years,Gurgaon,NLP,Deep Learning,PyTorch,Scikit-learn,Computer Vision,TensorFlow,Python,Big Data
Machine Learning Engineer,0-2 years,Noida,Scikit-learn,Python,PyTorch,Computer Vision,NLP,Deep Learning,Big Data,TensorFlow
Machine Learning Engineer,10+ years,Kolkata,Python,Computer Vision,TensorFlow,PyTorch,Big Data,NLP,Deep Learning,Scikit-learn
Machine Learning Engineer,2-5 years,Ahmedabad,Deep Learning,PyTorch,Big Data,Scikit-learn,Python,TensorFlow,Computer Vision,NLP
Cybersecurity Analyst,2-5 years,Bangalore,Incident Response,Ethical Hacking,SIEM,Firewalls,Encryption,Network Security,Penetration Testing,Linux
Cybersecurity Analyst,0-2 years,Mumbai,Firewalls,Encryption,Penetration Testing,Network Security,Incident Response,SIEM,Linux,Ethical Hacking
Cybersecurity Analyst,2-5 years,Delhi,Penetration Testing,Encryption,Ethical Hacking,SIEM,Linux,Network Security,Incident Response,Firewalls
Cybersecurity Analyst,5-10 years,Hyderabad,Ethical Hacking,Firewalls,Linux,Incident Response,SIEM,Network Security,Penetration Testing,Encryption
Cybersecurity Analyst,2-5 years,Pune,SIEM,Firewalls,Network Security,Linux,Ethical Hacking,Penetration Testing,Incident Response,Encryption
Cybersecurity Analyst,0-2 years,Chennai,Ethical Hacking,Firewalls,Linux,Network Security,Penetration Testing,Incident Response,SIEM,Encryption
Cybersecurity Analyst,2-5 years,Gurgaon,Linux,Encryption,Network Security,Firewalls,Ethical Hacking,Penetration Testing,SIEM,Incident Response
Cybersecurity Analyst,0-2 years,Noida,Penetration Testing,Ethical Hacking,Incident Response,SIEM,Network Security,Firewalls,Encryption,Linux
Cybersecurity Analyst,2-5 years,Kolkata,Network Security,SIEM,Incident Response,Firewalls,Penetration Testing,Ethical Hacking,Encryption,Linux
Cybersecurity Analyst,5-10 years,Ahmedabad,Penetration Testing,Ethical Hacking,SIEM,Network Security,Linux,Incident Response,Encryption,Firewalls
DevOps Engineer,5-10 years,Bangalore,Terraform,CI/CD,Kubernetes,Shell Scripting,AWS,Jenkins,Linux,Docker
DevOps Engineer,2-5 years,Mumbai,Linux,Terraform,CI/CD,AWS,Kubernetes,Shell Scripting,Docker,Jenkins
DevOps Engineer,0-2 years,Delhi,Linux,Docker,Jenkins,CI/CD,Terraform,Shell Scripting,Kubernetes,AWS
DevOps Engineer,0-2 years,Hyderabad,Terraform,CI/CD,Docker,Linux,Shell Scripting,Jenkins,Kubernetes,AWS
DevOps Engineer,5-10 years,Pune,Shell Scripting,AWS,CI/CD,Kubernetes,Jenkins,Terraform,Linux,Docker
DevOps Engineer,2-5 years,Chennai,Jenkins,Terraform,Kubernetes,Linux,Docker,AWS,CI/CD,Shell Scripting
DevOps Engineer,5-10 years,Gurgaon,Kubernetes,AWS,Shell Scripting,Linux,Jenkins,Docker,Terraform,CI/CD
DevOps Engineer,10+ years,Noida,Jenkins,CI/CD,Shell Scripting,AWS,Docker,Terraform,Linux,Kubernetes
DevOps Engineer,10+ years,Kolkata,AWS,Shell Scripting,Jenkins,Kubernetes,CI/CD,Linux,Docker,Terraform
DevOps Engineer,0-2 years,Ahmedabad,Docker,CI/CD,Kubernetes,Jenkins,Terraform,Shell Scripting,AWS,Linux
Cloud Engineer,5-10 years,Bangalore,Google Cloud,Terraform,Azure,Networking,Linux,DevOps,Kubernetes,AWS
Cloud Engineer,2-5 years,Mumbai,Linux,Networking,DevOps,Terraform,Google Cloud,Kubernetes,Azure,AWS
Cloud Engineer,10+ years,Delhi,Kubernetes,DevOps,Networking,AWS,Google Cloud,Azure,Linux,Terraform
Cloud Engineer,5-10 years,Hyderabad,Networking,AWS,Azure,Google Cloud,Linux,Kubernetes,DevOps,Terraform
Cloud Engineer,10+ years,Pune,Azure,Linux,Kubernetes,AWS,Terraform,DevOps,Networking,Google Cloud
Cloud Engineer,2-5 years,Chennai,Linux,DevOps,Terraform,Networking,Kubernetes,Google Cloud,AWS,Azure
Cloud Engineer,5-10 years,Gurgaon,Kubernetes,Google Cloud,Networking,Terraform,Azure,AWS,Linux,DevOps
Cloud Engineer,0-2 years,Noida,Kubernetes,Networking,DevOps,Terraform,Google Cloud,Linux,Azure,AWS
Cloud Engineer,2-5 years,Kolkata,AWS,Azure,Networking,Linux,Google Cloud,Kubernetes,Terraform,DevOps
Cloud Engineer,10+ years,Ahmedabad,Networking,DevOps,Azure,Linux,AWS,Google Cloud,Terraform,Kubernetes
Web Developer,0-2 years,Bangalore,JavaScript,React,Git,CSS,Node.js,MongoDB,HTML,Express.js
Web Developer,0-2 years,Mumbai,MongoDB,Git,Express.js,React,Node.js,JavaScript,HTML,CSS
Web Developer,10+ years,Delhi,Node.js,React,HTML,JavaScript,MongoDB,CSS,Express.js,Git
Web Developer,5-10 years,Hyderabad,CSS,Git,HTML,Node.js,JavaScript,Express.js,React,MongoDB
Web Developer,2-5 years,Pune,Express.js,Node.js,CSS,MongoDB,Git,React,HTML,JavaScript
Web Developer,0-2 years,Chennai,React,JavaScript,HTML,Express.js,MongoDB,Node.js,Git,CSS
Web Developer,5-10 years,Gurgaon,JavaScript,MongoDB,HTML,Git,CSS,Express.js,Node.js,React
Web Developer,5-10 years,Noida,React,JavaScript,Node.js,CSS,Express.js,Git,HTML,MongoDB
Web Developer,5-10 years,Kolkata,Express.js,Git,React,MongoDB,Node.js,JavaScript,HTML,CSS
Web Developer,10+ years,Ahmedabad,CSS,React,Express.js,Git,Node.js,MongoDB,HTML,JavaScript
Full Stack Developer,0-2 years,Bangalore,API Design,SQL,React,Express,Node.js,JavaScript,MongoDB,Git
Full Stack Developer,0-2 years,Mumbai,Express,Git,API Design,Node.js,React,MongoDB,JavaScript,SQL
Full Stack Developer,0-2 years,Delhi,SQL,React,Git,Express,MongoDB,Node.js,API Design,JavaScript
Full Stack Developer,10+ years,Hyderabad,MongoDB,Git,SQL,React,JavaScript,API Design,Express,Node.js
Full Stack Developer,5-10 years,Pune,JavaScript,SQL,Node.js,Express,API Design,React,Git,MongoDB
Full Stack Developer,5-10 years,Chennai,React,Node.js,Express,Git,SQL,MongoDB,API Design,JavaScript
Full Stack Developer,5-10 years,Gurgaon,React,SQL,Node.js,API Design,Express,Git,MongoDB,JavaScript
Full Stack Developer,5-10 years,Noida,Node.js,React,MongoDB,Express,SQL,API Design,JavaScript,Git
Full Stack Developer,2-5 years,Kolkata,JavaScript,React,Node.js,Express,API Design,MongoDB,Git,SQL
Full Stack Developer,0-2 years,Ahmedabad,MongoDB,Node.js,Git,Express,JavaScript,React,API Design,SQL
Finance Analyst,10+ years,Bangalore,SQL,Forecasting,Budgeting,Accounting,Power BI,Excel,Financial Modeling,Investment Analysis
Finance Analyst,0-2 years,Mumbai,SQL,Budgeting,Excel,Accounting,Power BI,Investment Analysis,Forecasting,Financial Modeling
Finance Analyst,0-2 years,Delhi,Budgeting,Excel,Investment Analysis,Financial Modeling,Power BI,Accounting,Forecasting,SQL
Finance Analyst,0-2 years,Hyderabad,Forecasting,Investment Analysis,Accounting,Power BI,Budgeting,Excel,Financial Modeling,SQL
Finance Analyst,2-5 years,Pune,Accounting,Investment Analysis,SQL,Power BI,Forecasting,Budgeting,Financial Modeling,Excel
Finance Analyst,10+ years,Chennai,Power BI,Investment Analysis,Financial Modeling,SQL,Excel,Accounting,Budgeting,Forecasting
Finance Analyst,5-10 years,Gurgaon,Power BI,Financial Modeling,Excel,Forecasting,SQL,Accounting,Investment Analysis,Budgeting
Finance Analyst,5-10 years,Noida,Accounting,SQL,Excel,Forecasting,Investment Analysis,Power BI,Financial Modeling,Budgeting
Finance Analyst,2-5 years,Kolkata,Investment Analysis,Forecasting,Excel,SQL,Power BI,Budgeting,Financial Modeling,Accounting
Finance Analyst,5-10 years,Ahmedabad,Forecasting,Financial Modeling,Excel,Power BI,Accounting,Budgeting,Investment Analysis,SQL
Investment Banker,2-5 years,Bangalore,Excel,Private Equity,Financial Modeling,Mergers,IPO,Risk Analysis,Valuation,Corporate Finance
Investment Banker,5-10 years,Mumbai,Valuation,Excel,Risk Analysis,Financial Modeling,Mergers,Corporate Finance,IPO,Private Equity
Investment Banker,10+ years,Delhi,Mergers,Excel,Risk Analysis,Private Equity,IPO,Corporate Finance,Financial Modeling,Valuation
Investment Banker,2-5 years,Hyderabad,Excel,Risk Analysis,Valuation,Financial Modeling,IPO,Private Equity,Mergers,Corporate Finance
Investment Banker,10+ years,Pune,Corporate Finance,Risk Analysis,Excel,IPO,Mergers,Valuation,Financial Modeling,Private Equity
Investment Banker,2-5 years,Chennai,Risk Analysis,Private Equity,IPO,Financial Modeling,Corporate Finance,Valuation,Excel,Mergers
Investment Banker,2-5 years,Gurgaon,Risk Analysis,Valuation,Corporate Finance,IPO,Private Equity,Excel,Financial Modeling,Mergers
Investment Banker,2-5 years,Noida,Mergers,IPO,Excel,Corporate Finance,Valuation,Financial Modeling,Private Equity,Risk Analysis
Investment Banker,0-2 years,Kolkata,Financial Modeling,Corporate Finance,Private Equity,Excel,IPO,Risk Analysis,Valuation,Mergers
Investment Banker,5-10 years,Ahmedabad,Private Equity,Valuation,Risk Analysis,IPO,Mergers,Excel,Corporate Finance,Financial Modeling
Marketing Manager,0-2 years,Bangalore,Social Media,Email Marketing,Google Analytics,Content Strategy,Google Ads,PPC,Brand Management,SEO
Marketing Manager,10+ years,Mumbai,PPC,Content Strategy,Social Media,Google Ads,Brand Management,Google Analytics,Email Marketing,SEO
Marketing Manager,2-5 years,Delhi,PPC,Email Marketing,Brand Management,Google Ads,Content Strategy,Social Media,Google Analytics,SEO
Marketing Manager,5-10 years,Hyderabad,Google Analytics,Content Strategy,PPC,Email Marketing,Social Media,Brand Management,Google Ads,SEO
Marketing Manager,2-5 years,Pune,Social Media,Google Analytics,PPC,SEO,Google Ads,Email Marketing,Brand Management,Content Strategy
Marketing Manager,5-10 years,Chennai,Google Ads,Content Strategy,Social Media,PPC,Email Marketing,Brand Management,Google Analytics,SEO
Marketing Manager,0-2 years,Gurgaon,SEO,Content Strategy,PPC,Email Marketing,Brand Management,Google Analytics,Google Ads,Social Media
Marketing Manager,2-5 years,Noida,Email Marketing,Google Analytics,Brand Management,Google Ads,SEO,Content Strategy,Social Media,PPC
Marketing Manager,0-2 years,Kolkata,Google Ads,Google Analytics,PPC,Email Marketing,Brand Management,Content Strategy,SEO,Social Media
Marketing Manager,10+ years,Ahmedabad,Google Ads,PPC,Social Media,Email Marketing,Content Strategy,SEO,Google Analytics,Brand Management
HR Manager,10+ years,Bangalore,Recruitment,Conflict Resolution,Performance Management,Onboarding,Training,Employee Relations,Payroll,HR Policies
HR Manager,2-5 years,Mumbai,Performance Management,Conflict Resolution,HR Policies,Payroll,Onboarding,Recruitment,Training,Employee Relations
HR Manager,0-2 years,Delhi,Training,Onboarding,Performance Management,HR Policies,Recruitment,Employee Relations,Conflict Resolution,Payroll
HR Manager,5-10 years,Hyderabad,Conflict Resolution,Payroll,Onboarding,Training,HR Policies,Employee Relations,Performance Management,Recruitment
HR Manager,0-2 years,Pune,Onboarding,Payroll,Recruitment,Training,Conflict Resolution,HR Policies,Employee Relations,Performance Management
HR Manager,5-10 years,Chennai,Onboarding,Conflict Resolution,Training,Employee Relations,Payroll,Performance Management,Recruitment,HR Policies
HR Manager,2-5 years,Gurgaon,Performance Management,HR Policies,Onboarding,Employee Relations,Training,Recruitment,Payroll,Conflict Resolution
HR Manager,5-10 years,Noida,Recruitment,Performance Management,Conflict Resolution,HR Policies,Payroll,Training,Employee Relations,Onboarding
HR Manager,5-10 years,Kolkata,HR Policies,Recruitment,Payroll,Employee Relations,Onboarding,Training,Performance Management,Conflict Resolution
HR Manager,2-5 years,Ahmedabad,HR Policies,Training,Performance Management,Payroll,Conflict Resolution,Recruitment,Employee Relations,Onboarding
Doctor,0-2 years,Bangalore,Medical Ethics,Patient Care,Diagnosis,Pathology,Public Health,Emergency Medicine,Pharmacology,Surgery
Doctor,0-2 years,Mumbai,Patient Care,Medical Ethics,Surgery,Emergency Medicine,Public Health,Diagnosis,Pathology,Pharmacology
Doctor,10+ years,Delhi,Medical Ethics,Patient Care,Diagnosis,Emergency Medicine,Pathology,Pharmacology,Public Health,Surgery
Doctor,10+ years,Hyderabad,Emergency Medicine,Medical Ethics,Patient Care,Surgery,Public Health,Pharmacology,Diagnosis,Pathology
Doctor,5-10 years,Pune,Surgery,Medical Ethics,Pharmacology,Patient Care,Pathology,Diagnosis,Emergency Medicine,Public Health
Doctor,0-2 years,Chennai,Surgery,Medical Ethics,Public Health,Pathology,Diagnosis,Patient Care,Pharmacology,Emergency Medicine
Doctor,10+ years,Gurgaon,Patient Care,Surgery,Emergency Medicine,Public Health,Diagnosis,Pathology,Pharmacology,Medical Ethics
Doctor,10+ years,Noida,Pathology,Medical Ethics,Diagnosis,Surgery,Emergency Medicine,Pharmacology,Patient Care,Public Health
Doctor,0-2 years,Kolkata,Pharmacology,Patient Care,Diagnosis,Pathology,Public Health,Surgery,Emergency Medicine,Medical Ethics
Doctor,2-5 years,Ahmedabad,Pharmacology,Pathology,Emergency Medicine,Public Health,Diagnosis,Medical Ethics,Patient Care,Surgery
School Teacher,0-2 years,Bangalore,Classroom Management,Communication,Lesson Planning,Digital Learning,Educational Psychology,Public Speaking,Student Assessment,Curriculum Development
School Teacher,10+ years,Mumbai,Curriculum Development,Lesson Planning,Classroom Management,Student Assessment,Public Speaking,Educational Psychology,Communication,Digital Learning
School Teacher,2-5 years,Delhi,Communication,Classroom Management,Public Speaking,Educational Psychology,Lesson Planning,Curriculum Development,Student Assessment,Digital Learning
School Teacher,0-2 years,Hyderabad,Communication,Curriculum Development,Lesson Planning,Digital Learning,Public Speaking,Classroom Management,Student Assessment,Educational Psychology
School Teacher,0-2 years,Pune,Student Assessment,Communication,Classroom Management,Digital Learning,Curriculum Development,Lesson Planning,Educational Psychology,Public Speaking
School Teacher,2-5 years,Chennai,Educational Psychology,Digital Learning,Student Assessment,Lesson Planning,Curriculum Development,Communication,Classroom Management,Public Speaking
